N,P,K,temperature,humidity,ph,rainfall,label
33.32,73.33,18.28,28.72,71.4,6.68,79.04,blackgram
15.75,120.66,206.09,22.27,93.19,5.93,113.59,apple
31.06,15.66,39.88,28.17,60.92,5.49,99.84,mango
88.76,81.08,51.18,28.85,76.04,6.94,116.71,banana
21.29,137.5,207.39,23.93,93.96,5.77,126.25,apple
107.17,51.46,21.94,24.16,82.94,6.98,61.99,cotton
85.82,39.43,53.81,26.68,93.72,5.74,201.55,rice
41.53,74.67,17.42,31.81,70.74,7.21,61.77,blackgram
94.64,18.91,50.21,28.46,92.89,6.69,21.07,muskmelon
84.15,16.22,49.7,27.13,88.96,6.6,53.73,watermelon
86.51,15.64,33.38,25.72,58.08,6.54,209.29,coffee
90.38,10.22,49.69,25.34,81.29,6.15,40.67,watermelon
94.39,50.56,37.45,33.75,78.18,6.33,153.26,jute
39.48,70.16,82.65,17.87,17.02,6.5,70.12,chickpea
61.61,45.93,35.88,36.94,90.56,6.03,192.93,jute
32.0,44.91,18.88,29.89,81.08,6.72,51.71,mungbean
19.09,128.45,202.05,19.58,82.53,5.99,62.76,grapes
96.59,54.47,37.62,25.98,79.13,6.84,150.68,jute
32.81,54.92,23.67,28.29,87.5,7.37,51.44,mungbean
34.36,131.95,205.91,22.48,90.74,5.94,104.97,apple
22.0,142.93,197.01,31.5,78.03,6.89,62.25,grapes
15.02,9.86,27.2,29.86,95.82,5.85,136.5,coconut
21.14,53.66,20.92,25.28,44.27,5.38,60.29,mothbeans
68.77,59.4,31.74,19.64,70.79,6.82,84.91,maize
26.46,19.88,28.45,27.06,91.32,5.7,178.54,coconut
31.22,7.96,37.14,22.73,89.05,7.36,101.78,pomegranate
66.1,37.76,36.32,24.6,81.37,6.46,198.08,jute
80.33,74.21,50.81,28.57,84.17,6.56,110.15,banana
31.09,70.46,21.84,19.2,60.66,6.25,182.56,pigeonpeas
41.96,68.29,19.19,32.01,66.16,7.01,60.15,blackgram
80.11,36.29,40.57,26.36,83.59,5.29,248.95,rice
28.88,59.59,18.82,20.98,30.08,6.66,178.59,pigeonpeas
16.49,22.66,39.54,33.24,46.42,4.97,105.43,mango
15.32,10.59,38.52,21.8,85.73,7.08,104.36,pomegranate
29.67,120.01,203.94,40.06,79.73,5.78,73.03,grapes
19.15,136.22,208.07,23.99,93.48,6.04,122.56,apple
30.18,67.97,20.11,29.46,74.5,7.14,77.27,blackgram
32.44,8.38,9.77,13.31,91.98,6.35,107.27,orange
83.61,41.7,37.48,21.68,66.04,6.37,74.72,maize
119.93,15.74,31.62,25.26,59.51,6.36,162.0,coffee
109.93,12.4,46.78,28.54,94.07,6.78,27.89,muskmelon
22.61,72.48,19.94,19.92,24.95,5.63,76.48,kidneybeans
29.14,124.44,198.78,36.38,83.68,5.7,69.95,grapes
23.39,55.36,23.55,19.24,48.97,6.18,170.27,pigeonpeas
100.55,15.16,35.1,25.12,62.66,5.82,194.14,coffee
17.67,15.3,7.12,31.44,90.29,6.43,119.97,orange
91.1,86.07,51.93,29.35,78.42,6.65,106.84,banana
32.61,21.19,33.06,27.44,45.05,5.11,103.61,mango
19.4,125.03,208.84,37.84,82.65,6.09,70.09,grapes
19.52,72.07,23.56,19.19,23.63,5.79,52.5,lentil
